name,roles,uuid,field_section_title,field_position_title,field_academic,field_staff_number,field_employment_year_title
IsabelleBarton,teacher,36d18bbb-d908-4575-bd00-f047ee25c5d0,"Department of Linguistics",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041388,2006/2007
IsabelleBirch,staff,43b8c765-38c3-4dd2-8f09-9e3ab0bde3a8,"University Administration and Services",00679542-3237-4184-7dc1-3874f2f4ae67,0,PEDU0041567,2007/2008
IsabelMills,secretary,e42ce4e7-943b-4ed4-8806-6b63f2f84826,"Department of Geology",5bd40d68-a530-2d24-496c-f7d9e6be64ef,0,PEDU0041710,2007/2008
IsobelChandler,teacher,cfc21f8c-4f91-4aa4-af00-ee2360e86fb0,"Department of Civil & Structural Engineering",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041532,2006/2007
IsobelRowley,teacher,0ab32577-4e6a-41b8-8303-3a3e7723a170,"Department of Computer Science",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041504,2006/2007
IsobelSutton,staff,b310c097-10e9-409f-9f00-cdfe2f5b3a85,"Department of Plant Biology and Biotechnology",0ce724da-92da-7744-35b8-10bed19d959b,0,PEDU0041554,2007/2008
JackWebster,teacher,78dcee37-82df-451e-a64d-7774f4e5a8c9,"Department of Linguistics",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022044,2006/2007
JacobKerr,teacher,d8a46b18-c805-4d3d-8900-e142bea2ae91,"Department of Anaesthesiology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022073,2006/2007
JacobLambert,teacher,f21caf0e-d751-4003-9803-3b090b9c5837,"Department of Pharmacology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022031,2006/2007
JacobWyatt,teacher,435d9c80-2457-4a58-9109-9b6e672d863a,"Faculty of Pharmacy",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0017355,2006/2007
JamesBond,teacher,47462858-1a96-4f28-a205-5a79480f503a,"Department of Obsterics & Gynaecology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022077,2006/2007
JamesGreen,teacher,d4c0c0fb-3d80-4f0c-8209-09d2a1d064ed,"Department of Linguistics",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041296,2006/2007
JamesPage,staff,7af4700c-0d2e-4a51-be00-e34bef41257f,"University Administration and Services",00679542-3237-4184-7dc1-3874f2f4ae67,0,PEDU0041683,2010/2011
JamieBlackburn,teacher,ca4e86cb-1956-4f58-9900-0a7675fbd9d6,"Department of Pharmaceutical Microbiology",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017315,2006/2007
JamieBurgess,teacher,335a89da-5125-4cdb-a104-4ead53670c0b,"Department of Computer Science",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0041316,2006/2007
JamieMiles,teacher,a892ab5b-73a7-4b19-b232-508a8c961a06,"Department of Optometry",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041313,2006/2007
JamieSanderson,teacher,ee44752a-4a51-439f-9b00-f1a621c06b1a,"Department of Oral Surgery & Pathology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0022052,2006/2007
JamieTownsend,teacher,be54486b-8c39-4d48-8f4a-7451fa697206,"Department of General Studies",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041299,2006/2007
JasmineCameron,teacher,f19b42fd-5066-48d8-9a00-b26c457481ab,"Department of Philosophy",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041389,2006/2007
JasmineReed,secretary,d4628c57-04ef-40c0-9e5d-935e460d8014,"Department of Pharmacognosy",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041717,2007/2008
JaydenBull,staff,a37b964d-08df-466c-8e5c-928132b4721e,"University Administration and Services",41f87df9-0cbe-1244-3da3-a0051e7e923c,0,PEDU0041635,2010/2011
JaydenDodd,staff,a2a4f4f6-f213-4ecb-8f0e-14ec03aefba4,"Department of English and Literature",,0,PEDU0041620,2008/2009
JaydenMay,staff,f45284e3-79b8-4aa2-9b07-7b0aef536b80,"University Administration and Services",00679542-3237-4184-7dc1-3874f2f4ae67,0,PEDU0041682,2010/2011
JayPorter,teacher,9951150f-cded-4e5c-9108-8c90cbc39eb7,"Institute of Sport",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041332,2006/2007
JaySheppard,staff,2a4a01b2-d85a-4a30-873c-60995cee05fb,"Department of English and Literature",,0,PEDU0041607,2007/2008
JenniferHussain,staff,37161999-c8a2-43e5-9f23-35316b558360,"Department of Medicine",,0,PEDU0041590,2008/2009
JenniferLambert,teacher,2c2c916e-ca28-4b4e-8d02-2d85b353d2a9,"Department of Civil & Structural Engineering",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041491,2006/2007
JenniferSteele,teacher,cf6e84da-e94a-4509-ae56-869ccdeb4f1c,"Department of Environmental Science",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041458,2006/2007
JessicaDaly,staff,cca17f20-aa26-406e-9126-389275a33c1a,"Department of Plant Biology and Biotechnology",0ce724da-92da-7744-35b8-10bed19d959b,0,PEDU0041555,2007/2008
JessicaParsons,teacher,f6a92948-cde8-49e0-874b-759f13f889b6,"Department of Mechanical Engineering",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041489,2006/2007
JodieBruce,teacher,92925ec6-2404-4a08-a600-d844d52d9184,"Department of Civil & Structural Engineering",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041450,2006/2007
JodieHenderson,teacher,36a94393-4f2a-4d8c-9849-73ce74f533ad,"Department of Optometry",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041353,2006/2007
JoeBarlow,teacher,34f11d6d-f079-4295-a907-7ff2c2e19498,"Institute of Sport",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041327,2006/2007
JoeEllis,staff,885f3c5a-53de-4bc9-b004-4ef541846d48,"Faculty of Arts",,0,PEDU0041595,2006/2007
JoelBryant,teacher,326f43f8-6f24-44b9-bc24-363f18146767,"Department of Physics",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0022025,2006/2007
JoelElliott,teacher,c4c50ded-9c3d-4ac5-8609-9d7521e8662b,"Institute of Sport",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041325,2006/2007
JoelFraser,teacher,f053e016-ac70-4b1a-9700-a88bb9099e69,"Department of Environmental Science",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041302,2006/2007
JoelLambert,teacher,77d25c99-df2b-4e70-aa00-e559933aaa0b,"Department of Physics",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0032808,2006/2007
JoelSummers,teacher,8540a91d-bfc4-4d4e-974e-78040f956452,"Department of Mechanical Engineering",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022007,2006/2007
JohnClark,teacher,ec79fb5f-d7ba-4d0c-8330-48912acd7eec,"Department of Aerospace Engineering",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022008,2006/2007
JohnKirk,teacher,5c65cfe7-9409-4fd4-9409-9f08d6c2cc8f,"Department of Civil & Structural Engineering",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0017351,2006/2007
JohnNelson,teacher,8b2292ec-f8b5-4115-944b-75dd42683fbb,"Department of Aerospace Engineering",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041274,2006/2007
JohnTyler,teacher,73c1aec7-24c3-40c8-ba05-5d6ebc3c1cdd,"Department of English and Literature",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0021999,2006/2007
JonathanForster,teacher,fcda725a-df3e-4d17-a153-83fc5d9f12ca,"Department of Philosophy",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022086,2006/2007
JonathanOliver,teacher,999c1091-176a-4be9-9e03-3f1474bbd74d,"Department of Computer Science",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022063,2006/2007
JonathanRiley,teacher,1c50d967-656a-4bcb-a302-2fbd334718af,"Department of Plant Biology and Biotechnology",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041305,2006/2007
JonathanSavage,teacher,c6818869-e0a7-4cb4-a500-fc697e622b81,"Department of Fine and Applied Art",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022083,2006/2007
JordanBlake,teacher,10067c6f-ba2e-41b6-ad00-fe5b45095b77,"Department of Periodontics Dentistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041278,2006/2007
JordanGardner,teacher,58553904-8eab-40f9-9706-6f3fb9524dbd,"Department of Mechanical Engineering",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022089,2006/2007
JordanJohn,teacher,6224a3ad-64ee-4481-9500-e95515321c67,"Department of Pharmacognosy",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017317,2006/2007
JordanTurner,teacher,543ae135-574e-4798-8844-685976c1758e,"Department of Biochemistry",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0022016,2006/2007
JosephAnderson,teacher,ad798be2-b1d8-4826-8849-733e4bdf38bf,"Department of Anatomy",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041263,2006/2007
JosephBlake,teacher,0ca52c76-e72a-4e2a-ba09-9f6caa563781,"Department of Geology",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0041317,2006/2007
JosephBrooks,teacher,66ea659e-032d-4d4d-8746-70d204c2b847,"Institute of Sport",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041326,2006/2007
JosephJenkins,teacher,4cb81f46-3343-428f-9900-e9103d421e5f,"Department of Microbiology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041312,2006/2007
JosephMoran,teacher,16c532d9-68b6-41f2-bb01-011d14e3683f,"Department of Pharmaceutics",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022029,2006/2007
JoshCarroll,teacher,4cd638af-9888-41bd-8c04-4e295398dfaf,"Department of Pharmaceutical Microbiology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041283,2006/2007
JoshDoherty,teacher,cd830a61-91ef-48b9-b931-4916473de336,"Department of Pharmaceutics",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0022111,2006/2007
JoshTodd,staff,2fe91cd9-3c8c-4e20-a800-cfe6efce7c32,"College of Medical Sciences",,0,PEDU0041675,2010/2011
JoshuaDouglas,teacher,a305cf50-7c9c-416f-8a00-e6fa9783867e,"Department of Clinical Pharmacy",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0022108,2006/2007
JoshuaGould,teacher,2fc30e01-c59e-48c0-952f-471c781a2f53,"Department of Mental Health",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041260,2006/2007
JoshuaHarding,teacher,193cd1f9-776e-4ad6-be00-bae6c6f76d5c,"Department of Microbiology",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041303,2006/2007
JoshuaHayes,teacher,c6ded2ec-879b-413e-a000-a260f67b3547,"Department of Microbiology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022059,2006/2007
JoshuaMorris,teacher,1a25dba5-f116-4b58-9101-0122fe2a75d5,"Department of Physiology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041265,2006/2007
JoshuaThomson,teacher,543901a5-a4a1-46d1-8b05-05765d2833a5,"Department of Periodontics Dentistry",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022012,2006/2007
JoshWalsh,teacher,defe3bfe-cfdf-4e94-8d05-5e0b41836107,"Department of Theatre Arts",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041298,2006/2007
JoshWard,teacher,ff751530-779b-451f-9b00-0e96d9e4c552,"Department of Periodontics Dentistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0032795,2006/2007
JoshWhite,teacher,9a2e022a-a567-403f-9500-d20a081c2d59,"Department of Physiology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0017328,2006/2007
JudeBaldwin,teacher,f5c46db4-bda5-4629-b018-24cf4e5d2562,"Department of Medical Laboratory Science",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022080,2006/2007
JudeFord,staff,d64907a2-9f18-42cf-a120-325062c124b6,"Department of Mathematics",,0,PEDU0041690,2010/2011
JudeFrost,staff,88a8c86f-3a28-48fb-aa00-ed9b40a14d16,"Department of Medicine",,0,PEDU0041606,2007/2008
JudeGill,staff,a3eb76f7-c01e-47e4-9b0f-15500b7cb069,"Department of Pharmacognosy",,0,PEDU0041677,2010/2011
KaiColes,teacher,14018d03-916c-4556-9b06-6fce13a68b7f,"Institute of Sport",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041338,2006/2007
KaiDavison,teacher,6787d66a-2e63-41e4-9100-f8e33a876826,"Department of Chemistry",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0017307,2006/2007
KaiLambert,teacher,5b47d679-9bdd-4eaa-812b-43bbc13be958,"Department of History",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041295,2006/2007
KateMiddleton,teacher,1578d726-4535-496e-b400-fa7636be5839,"Faculty of Arts",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041405,2006/2007
KateRichards,teacher,b27b7489-de63-45ec-893a-58a4033c17fd,"Department of Mental Health",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041476,2006/2007
KateWhitehouse,teacher,fd158918-d198-4a07-8200-edcca295bb5b,"Department of Pharmacology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041371,2006/2007
KatherineMiles,teacher,7cc5e7ff-dd5c-403f-8604-4faeb489836a,"Department of Philosophy",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041527,2006/2007
KatieBradshaw,staff,1231548c-06c1-4a99-9500-e6339d0a1ad0,"Department of Anatomy",0ce724da-92da-7744-35b8-10bed19d959b,0,PEDU0041553,2007/2008
KatieHowe,staff,4f68289b-142c-477c-9727-39c4736b13d4,"Department of Animal and Environmental Biology",,0,PEDU0041582,2008/2009
KatieWebb,teacher,5ccab007-a4d8-4934-b213-19d11791b26b,"Department of Pharmacology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041374,2006/2007
KayleighCollins,teacher,deb5de33-ecdc-410c-ba00-b385f47b6766,"Department of History",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041525,2006/2007
KayleighGibbs,teacher,655f2a41-d1c1-448b-a702-2cbaff6e4400,"Department of Aerospace Engineering",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041397,2006/2007
KayleighRowley,teacher,76ba3a62-ea96-47c2-b300-ac195df5ce37,"Department of Pharmacognosy",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041512,2006/2007
KayleighWilkins,teacher,c6f6c5dc-d977-4010-8a00-f5b3d3aabbee,"Department of Biochemistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041498,2006/2007
KeiraDodd,staff,5e1c0295-3d43-4ae3-af00-f06c4457df28,"Department of Medicine",,0,PEDU0041589,2008/2009
KeiraJackson,teacher,49a05211-f41e-42fd-b400-fe5caab94f14,"Department of Animal and Environmental Biology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041456,2006/2007
KeiraMorrison,teacher,cd5556dc-dfa4-400b-a300-af6e8722a3e6,"Department of Medicine",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041516,2006/2007
KeiraNorth,staff,fa85f4c0-e7e5-4bd0-9700-f1d177e2fc0a,"Department of Microbiology",,0,PEDU0041560,2007/2008
KeiraPerkins,secretary,4d657339-aefe-42d3-854f-7954bfd0c6c4,"Faculty of Science",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041692,2006/2007
KeiraRyan,secretary,2282d989-44e6-4d6b-a626-387e07dc8fe0,"Department of Pharmaceutical Microbiology",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041715,2007/2008
KianConnolly,teacher,e61610d1-05d6-49fd-8800-aa46ce8f8362,"Department of Geology",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0022023,2006/2007
KianStephenson,teacher,804829fc-d23a-4032-ae03-3e0c7a78a21a,"Institute of Sport",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041340,2006/2007
KieraColeman,staff,519b737a-d68e-4d61-9a44-680fe74af17e,"Department of Civil & Structural Engineering",0ce724da-92da-7744-35b8-10bed19d959b,0,PEDU0041556,2007/2008
KieraCooke,staff,4c8c6b86-6b53-4aee-8154-848c00645333,"Department of English and Literature",,0,PEDU0041571,2007/2008
KieraFleming,staff,9ffc78c2-2503-444a-a636-5422667aae21,"Department of Chemistry",0ce724da-92da-7744-35b8-10bed19d959b,0,PEDU0041551,2007/2008
KieranLeach,staff,3c1f07f0-061d-4eb3-8f00-da74912a5458,"Department of Optometry",,0,PEDU0041618,2008/2009
KyleArmstrong,teacher,3f472ee1-accd-4a67-9808-8e55dd1d1ae5,"Department of Mechanical Engineering",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0022048,2006/2007
LaurenBlackburn,teacher,ca75b83a-06e3-46bb-9b07-7a2232e8ea39,"Department of Periodontics Dentistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041411,2006/2007
LaurenGill,staff,a2d457f7-76aa-43dd-b703-03b0d49a0342,"Department of Aerospace Engineering",,0,PEDU0041574,2007/2008
LeahRoberts,secretary,a340b6da-c54b-4119-b35f-95fe4a4a1b67,"Department of Pharmaceutics",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041716,2007/2008
LeahSimmons,teacher,f08532a3-dfb1-4957-9200-bfa0e9b012f8,"Department of Oral Surgery & Pathology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041344,2006/2007
LeoChandler,teacher,774016a0-0944-4625-9600-0e817e9171c5,"Department of Geology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0032806,2006/2007
LeoCooke,staff,3c11725a-0859-49f2-ae00-bf73f4e415c7,"Department of Civil & Structural Engineering",8e3b858a-be06-4659-8100-0b9007b901d8,0,PEDU0041653,2008/2009
LeoKerr,teacher,fbdf49c8-e9e4-495c-a309-9d26056b8039,"Department of Clinical Pharmacy",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0032809,2006/2007
LeonEvans,staff,e4c648ef-8103-41ac-8b29-4165a9507f38,"Department of Oral Diagnosis & Radiology",,0,PEDU0041688,2010/2011
LeonMistry,teacher,b1688547-afef-471d-9108-8cc64e3615ba,"Department of Community Health",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0017329,2006/2007
LeonNelson,staff,db69dd52-2564-4800-b100-da86c1a579e9,"Department of Mechanical Engineering",,0,PEDU0041685,2010/2011
LewisKemp,teacher,aa285b6b-afe2-4a5d-8b03-3e46c98d30b2,"Department of Anaesthesiology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0032815,2006/2007
LewisScott,teacher,12a152e9-5a2f-4fc6-ac21-33a404056872,"Institute of Sport",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017342,2006/2007
LewisWade,teacher,0fe9def3-c7bb-4823-aa00-c8449f5791d3,"Department of Physiology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0021998,2006/2007
LiamHerbert,teacher,37606571-952a-4a5d-8d00-b542a1a65afd,"Department of Civil & Structural Engineering",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0022050,2006/2007
LiamShah,teacher,ec1e22b8-97a7-411d-8e23-35ab975e8979,"Department of Fine and Applied Art",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022000,2006/2007
LibbyHodgson,teacher,fbe9bb2e-ca86-43f9-8006-6b56d6b19e61,"Department of Oral Surgery & Pathology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041347,2006/2007
LillyAllan,teacher,863ff6aa-96d1-43bb-b000-0b3f21b7f4c0,"Department of Preventive Dentistry",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041454,2006/2007
LillyParker,secretary,950fe62f-95a4-4c4e-9803-3a8bd5243923,"Department of Clinical Pharmacy",5bd40d68-a530-2d24-496c-f7d9e6be64ef,0,PEDU0041713,2007/2008
LillyPowell,secretary,7deb25eb-f14a-46ec-a100-00bdae1f00d5,"Faculty of Arts",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041695,2006/2007
LillyTaylor,teacher,12ca7466-08d5-4ca6-a940-64a088188dcc,"Department of Theatre Arts",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041445,2006/2007
LillyWelch,teacher,ecf04a9f-d0d8-4afb-af06-6fe0e4e2793b,"Institute of Sport",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041539,2006/2007
LilyChandler,teacher,ff08cb7a-8c76-4863-b004-4d7a5f0d9bcd,"Department of Medicine",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041377,2006/2007
LilyFarrell,teacher,44b38494-a098-4e95-9f00-cb910173adfb,"Department of Mechanical Engineering",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041530,2006/2007
LilyPerkins,teacher,d7f43bc6-e546-4b0a-9b08-8e6eca18c812,"Department of Fine and Applied Art",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041441,2006/2007
LilyPeters,teacher,a377a95b-50ff-40e4-a235-538887d42509,"Faculty of Engineering",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041407,2006/2007
LoganElliott,teacher,716abd5d-2899-408b-a600-f34d7044e0ff,"Department of Plant Biology and Biotechnology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0022020,2006/2007
LoganHayward,teacher,2ccc2b7c-74ef-4df5-9f08-8cbfbb6212a6,"Department of Optometry",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0022019,2006/2007
LoganNaylor,teacher,8aee811b-0fee-467a-a401-1cd22c7d8d2b,"Department of Biochemistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0017302,2006/2007
LolaAllan,secretary,769564a7-8209-4e10-bf00-ba5bc035c855,"Department of Fine and Applied Art",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041729,2007/2008
LolaFreeman,teacher,26ac060d-292a-494f-9d09-09ec8573601d,"Department of Physiology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041382,2006/2007
LolaHaynes,teacher,190acb23-a5e4-47b0-ba00-f6eae375ff18,"Department of Fine and Applied Art",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041524,2006/2007
LolaHowe,teacher,e8f2a40d-9494-4114-8f00-bce77bdbe180,"Department of Pharmaceutical Chemistry",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041364,2006/2007
LolaPerkins,staff,c794e62b-8a80-4a50-9800-e9a41b815c2b,"Department of Anaesthesiology",,0,PEDU0041544,2006/2007
LolaWalsh,secretary,096a2083-c6d3-4759-8800-a6a1db925362,"Faculty of Engineering",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041740,2008/2009
LouieBanks,teacher,cbcb7c0b-0aa6-4fa6-bb00-e18a206deb13,"Department of Fine and Applied Art",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017339,2006/2007
LouieColes,teacher,6a2b03c4-ba6e-4b26-b208-8f4d9d5c7ad6,"Department of Biochemistry",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041320,2006/2007
LouieConway,teacher,5bd51752-7a06-4172-a708-8de8d6dcd1c0,"Department of Restorative Dentistry",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022055,2006/2007
LouieRoberts,teacher,aa9b0c41-9262-4f54-8d00-0cce54e100db,"Department of Physiology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0017327,2006/2007
LouieTownsend,staff,6005cb88-7e74-4601-a12f-47e1ec74cac8,"University Administration and Services",8e3b858a-be06-4659-8100-0b9007b901d8,0,PEDU0041650,2008/2009
LouieWatson,teacher,aa787a70-b5ce-4370-8d00-ae2393b88e33,"Department of English and Literature",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041293,2006/2007
LouisBenson,teacher,2f89a588-fd2c-4f69-b030-48c8429189cc,"Department of Obsterics & Gynaecology",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017322,2006/2007
LouisBrookes,staff,61d3c3ef-b1d5-45e1-9a00-d4266a86f4ff,"Department of Philosophy",,0,PEDU0041626,2009/2010
LouiseMartin,teacher,8a0a8ae0-d500-42c3-9518-242748bd2b81,"Department of General Studies",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041391,2006/2007
LouisPowell,teacher,4b035770-b0b0-4390-a100-e1ee76b98fed,"Department of Restorative Dentistry",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022014,2006/2007
LouisRahman,teacher,279aa920-2116-4519-b400-c2289763a204,"Department of Pharmacology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022072,2006/2007
LucaDale,teacher,ea3d59d6-9935-40c3-bf00-df0580d4ebb9,"Department of Oral Surgery & Pathology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0032794,2006/2007
LucaDixon,teacher,c1ba875f-49bf-48d9-a443-673429bf4981,"Institute of Sport",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017341,2006/2007
LucaHaynes,staff,67589604-308d-4e71-8800-c4be2239e7c8,"Department of Preventive Dentistry",,0,PEDU0041678,2010/2011
LucaHope,teacher,ec2b4dfc-a5a1-4517-9b05-5fc292c3f99b,"Department of Medical Laboratory Science",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022039,2006/2007
LucaRobertson,teacher,b49e9d7b-b1a9-42cf-a95b-914d2fc804a1,"Department of Oral Diagnosis & Radiology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0022051,2006/2007
LucasBibi,teacher,d7fc4417-b4d0-4060-9103-3d36f5a5b7ee,"Department of Preventive Dentistry",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022095,2006/2007
LucasBryant,teacher,80e72abb-c26d-487a-b13c-6097b36188ac,"Department of Oral Diagnosis & Radiology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0017293,2006/2007
LucaSheppard,teacher,b4248082-8898-43eb-814c-76f3536f32dd,"Department of Biochemistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0032799,2006/2007
LucasHowarth,teacher,c877f89d-81bf-4c79-a800-ad196f12c44c,"Department of Oral Diagnosis & Radiology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022010,2006/2007
LucasMcKenzie,staff,3caf6b60-e15d-4056-8541-65d9bd9f5ef5,"Department of Physics",,0,PEDU0041615,2007/2008
LucasPearce,staff,2a29846b-2ce2-4895-8400-bf933f9019d1,"Department of Microbiology",,0,PEDU0041659,2008/2009
